http://www.tri-cityherald.com/news/local/article153344574.html,data/2017-05-30T18:36:08Z,Autocode-Test:Breach:Misuse:PHIDBR2018:,Robert-Topper,2017-05-30T18_36_08Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://newarkadvertiser.co.uk/news/2017/05/26/memory-stick-led-to-stolen-computer,data/2017-05-30T18:52:36Z,Autocode-Test:Breach:Physical:,swidup,2017-05-30T18_52_36Z,,Breach,,Breach:Error,,Breach:Error:PHIDBR2018:,,Breach:Hacking,,Breach:Hacking:Malware,,Breach:Malware,,Breach:Misuse,,Outage,,Malware,,Hacking,,DOS,,Breach:Physical,,Breach:pinboardimport:,,Breach:Social
http://www.dallasnews.com/news/politics/headlines/20160811-2-officials-sacked-for-not-reporting-loss-of-birth-records-that-could-have-exposed-1500-texans-to-id-theft.ece,data/2016-08-11T22:37:44Z,Breach:Error:,ama0990,2016-08-11T22_37_44Z,,,,2014-12-17T23_24_38Z,,,,2015-08-11T18_12_16Z,,,,,,2015-06-04T19_24_25Z,,,,,,,,,,2014-05-23T00_27_14Z,,2014-06-19T21_12_45Z,,
http://globalnews.ca/news/2865174/trans-student-outed-by-edmonton-teachers-wins-landmark-privacy-ruling/,data/2016-08-05T18:02:29Z,Breach:Error:,Robert-Topper,2016-08-05T18_02_29Z,,,,2014-12-16T20_56_13Z,,,,2015-08-09T07_33_18Z,,,,,,2015-06-02T00_53_06Z,,,,,,,,,,2014-05-22T23_52_44Z,,2014-06-19T21_12_45Z,,
http://www.gainesvilletimes.com/archives/57722/,data/2016-08-05T17:56:05Z,Breach:Error:,Robert-Topper,2016-08-05T17_56_05Z,,,,2014-12-15T22_25_09Z,,,,2015-08-07T16_58_01Z,,,,,,2015-06-02T00_35_00Z,,,,,,,,,,2014-05-02T19_05_27Z,,2014-06-19T21_12_44Z,,
http://www.ftseglobalmarkets.com/news/fed-fines-goldman-sachs-$363m-over-confidentiality-breach.html,data/2016-08-03T18:35:09Z,Breach:Error:,dhylender,2016-08-03T18_35_09Z,,,,2014-12-15T22_14_02Z,,,,2015-08-06T16_13_19Z,,,,,,2015-06-01T04_04_11Z,,,,,,,,,,2014-05-02T18_30_03Z,,2014-06-19T21_12_42Z,,
https://www.databreaches.net/university-of-arkansas-for-medical-sciences-statement-on-missing-patient-records/,data/2016-08-01T16:58:43Z,Breach:Error:,ama0990,2016-08-01T16_58_43Z,,,,2014-12-12T19_27_58Z,,,,2015-08-04T22_36_34Z,,,,,,2015-05-28T17_49_15Z,,,,,,,,,,2014-04-28T04_49_45Z,,2014-06-19T21_12_42Z,,
https://www.databreaches.net/uk-wolverhampton-council-in-huge-data-leak-blunder/,data/2016-07-25T03:31:49Z,Breach:Error:,Robert-Topper,2016-07-25T03_31_49Z,,,,2014-12-12T19_02_54Z,,,,2015-08-04T22_35_11Z,,,,,,2015-05-27T22_46_51Z,,,,,,,,,,2014-04-25T22_49_35Z,,2014-06-19T21_12_41Z,,
https://translate.google.com/translate?sl=auto&tl=en&js=y&prev=_t&hl=en&ie=UTF-8&u=http%3A%2F%2Fwww.welt.de%2Fnewsticker%2Fdpa_nt%2Finfoline_nt%2Fwirtschaft_nt%2Farticle157131731%2FFehlersuche-nach-IT-Panne-bei-Online-Bank-Comdirect.html&edit-text=,data/2016-07-19T15:56:08Z,Breach:Error:,kjessen,2016-07-19T15_56_08Z,,,,2014-12-08T23_01_09Z,,,,2015-08-03T17_40_26Z,,,,,,2015-05-27T19_07_14Z,,,,,,,,,,2014-04-25T22_27_18Z,,2014-06-19T21_12_39Z,,
http://www.businesstimes.com.sg/companies-markets/update-uob-says-investigation-of-trash-bag-of-unshredded-documents-concluded,data/2016-07-18T23:47:28Z,Breach:Error:,Robert-Topper,2016-07-18T23_47_28Z,,,,2014-12-08T22_32_53Z,,,,2015-08-03T17_39_59Z,,,,,,2015-05-27T16_56_06Z,,,,,,,,,,2014-04-25T16_50_19Z,,2014-06-19T21_12_39Z,,
http://www.newshub.co.nz/nznews/2degrees-loan-iphone-privacy-breach-2016071114,data/2016-07-11T22:05:45Z,Breach:Error:,ama0990,2016-07-11T22_05_45Z,,,,2014-12-04T19_37_59Z,,,,2015-08-03T16_56_27Z,,,,,,2015-05-27T00_11_06Z,,,,,,,,,,2014-04-25T00_50_46Z,,2014-06-19T21_12_37Z,,
http://www.theage.com.au/victoria/government-gives-violent-father-address-of-his-children-in-foster-care-20160711-gq3dnq.html,data/2016-07-11T22:01:46Z,Breach:Error:,swidup,2016-07-11T22_01_46Z,,,,2014-12-04T01_09_14Z,,,,2015-07-31T22_10_56Z,,,,,,2015-05-27T00_09_33Z,,,,,,,,,,2014-04-25T00_28_47Z,,2014-06-19T21_12_36Z,,
https://translate.google.com/translate?sl=auto&tl=en&js=y&prev=_t&hl=en&ie=UTF-8&u=http%3A%2F%2Fwww.apotheke-adhoc.de%2Fnachrichten%2Fmarkt%2Fnachricht-detail-markt%2Fdatenpanne-sanacorp-verschickte-massenhaft-kundendaten%2F&edit-text=,data/2016-07-07T16:56:31Z,Breach:Error:,swidup,2016-07-07T16_56_31Z,,,,2014-12-03T19_17_16Z,,,,2015-07-31T22_03_14Z,,,,,,2015-05-26T23_50_47Z,,,,,,,,,,2014-04-22T20_07_47Z,,2014-06-19T21_12_35Z,,
https://opcwebsite.cwp.govt.nz/news-and-publications/case-notes-and-court-decisions/case-note-96241-2007-nz-privcmr-21-womans-details-inadvertently-disclosed-by-company/,data/2016-07-07T00:20:26Z,Breach:Error:,dhylender,2016-07-07T00_20_26Z,,,,2014-12-02T23_01_41Z,,,,2015-07-31T19_03_42Z,,,,,,2015-05-26T23_34_12Z,,,,,,,,,,2014-04-22T02_27_12Z,,2014-06-19T21_12_34Z,,
https://opcwebsite.cwp.govt.nz/news-and-publications/case-notes-and-court-decisions/case-note-256145-2015-nz-privcmr-2-government-agency-accidentally-discloses-informants-identity-to-employer-after-workplace-complaint/,data/2016-07-06T23:56:43Z,Breach:Error:,ama0990,2016-07-06T23_56_43Z,,,,2014-12-02T03_25_54Z,,,,2015-07-31T03_57_22Z,,,,,,2015-05-26T23_32_51Z,,,,,,,,,,2014-03-12T23_09_39Z,,2014-06-19T21_12_34Z,,
https://www.databreaches.net/trying-to-get-maricopa-county-to-respond-to-a-privacy-concern-good-luck-with-that/,data/2016-06-27T21:43:01Z,Breach:Error:,ama0990,2016-06-27T21_43_01Z,,,,2014-12-01T22_45_01Z,,,,2015-07-30T18_51_15Z,,,,,,2015-05-26T22_29_44Z,,,,,,,,,,2014-03-12T23_01_51Z,,2014-06-19T21_12_33Z,,
http://www.citynews.ca/2016/06/24/trending-tampa-bay-leaves-draft-strategy-in-hotel-lobby-it-goes-viral/,data/2016-06-27T04:55:19Z,Breach:Error:,Robert-Topper,2016-06-27T04_55_19Z,,,,2014-12-01T22_40_04Z,,,,2015-07-30T18_40_27Z,,,,,,2015-05-26T20_56_31Z,,,,,,,,,,2014-02-13T21_42_50Z,,2014-06-19T21_12_33Z,,
https://www.databreaches.net/ca-personal-information-in-100000-it-requests-compromised-in-simon-fraser-university-database-misconfiguration/,data/2016-06-23T22:40:06Z,Breach:Error:,dhylender,2016-06-23T22_40_06Z,,,,2014-12-01T17_25_40Z,,,,2015-07-30T03_23_40Z,,,,,,2015-05-25T05_52_24Z,,,,,,,,,,2014-01-28T18_59_51Z,,2014-06-19T21_12_32Z,,
http://www.wmtw.com/news/thumb-drive-containing-employee-information-missing-at-portland-jetport/40161360,data/2016-06-22T22:24:43Z,Breach:Error:,dhylender,2016-06-22T22_24_43Z,,,,2014-12-01T17_20_43Z,,,,2015-07-27T21_31_16Z,,,,,,2015-05-25T05_51_27Z,,,,,,,,,,,,2014-06-19T21_11_40Z,,
http://www.watoday.com.au/wa-news/mental-health-patients-records-left-on-hospital-grounds-is-scandalous-labor-20160621-gpobs4.html,data/2016-06-21T23:14:34Z,Breach:Error:,Robert-Topper,2016-06-21T23_14_34Z,,,,2014-12-01T17_05_45Z,,,,2015-07-27T21_29_30Z,,,,,,2015-05-24T07_10_14Z,,,,,,,,,,,,2014-06-19T21_11_40Z,,
http://www.legalfutures.co.uk/latest-news/ico-investigates-medical-records-found-skip-outside-law-firm,data/2016-06-17T00:38:26Z,Breach:Error:,Spitler,2016-06-17T00_38_26Z,,,,2014-11-26T04_23_16Z,,,,2015-07-23T23_09_39Z,,,,,,2015-05-24T06_35_58Z,,,,,,,,,,,,2014-06-19T21_11_39Z,,
http://www.ejinsight.com/20160613-prison-fight-video-goes-viral-after-csd-thumb-drive-goes-missing/,data/2016-06-13T22:41:39Z,Breach:Error:,dhylender,2016-06-13T22_41_39Z,,,,2014-11-24T20_14_55Z,,,,2015-07-23T23_02_17Z,,,,,,2015-05-15T21_01_00Z,,,,,,,,,,,,2014-06-19T21_11_39Z,,
http://honisoit.com/2016/06/anu-quietly-asks-golden-key-to-purge-shared-student-records/,data/2016-06-10T16:15:31Z,Breach:Error:,Spitler,2016-06-10T16_15_31Z,,,,2014-11-24T20_09_13Z,,,,2015-07-21T15_24_59Z,,,,,,2015-05-15T18_57_18Z,,,,,,,,,,,,2014-06-19T21_11_38Z,,
http://www.databreaches.net/uk-ico-issues-150000-monetary-penalty-to-dyfed-powys-police-over-data-protection-breach/,data/2016-06-10T03:56:43Z,Breach:Error:,Robert-Topper,2016-06-10T03_56_43Z,,,,2014-11-24T16_28_48Z,,,,2015-07-20T17_50_29Z,,,,,,2015-05-14T22_17_12Z,,,,,,,,,,,,2014-06-19T21_11_38Z,,
http://www.databreaches.net/defunct-undergrad-law-society-site-exposed-hundreds-of-ssns/,data/2016-06-04T23:49:03Z,Breach:Error:,swidup,2016-06-04T23_49_03Z,,,,2014-11-22T03_06_52Z,,,,2015-07-20T16_10_24Z,,,,,,2015-05-13T22_16_17Z,,,,,,,,,,,,2014-06-19T21_11_38Z,,
http://www.databreaches.net/fl-oviedo-business-accused-of-placing-former-employees-at-risk-of-identity-theft/,data/2016-06-02T02:31:55Z,Breach:Error:,Robert-Topper,2016-06-02T02_31_55Z,,,,2014-11-19T19_12_03Z,,,,2015-07-20T15_55_52Z,,,,,,2015-05-13T21_12_16Z,,,,,,,,,,,,2014-06-19T21_11_37Z,,
http://www.stuff.co.nz/waikato-times/news/80486535/Hamilton-dog-forms-mailed-to-wrong-addresses,data/2016-06-01T23:29:50Z,Breach:Error:,dhylender,2016-06-01T23_29_50Z,,,,2014-11-19T17_22_44Z,,,,2015-07-16T18_11_44Z,,,,,,2015-05-12T01_34_18Z,,,,,,,,,,,,2014-06-19T21_11_37Z,,
http://www.bbc.com/news/uk-northern-ireland-36386890,data/2016-06-01T22:17:01Z,Breach:Error:,dhylender,2016-06-01T22_17_01Z,,,,2014-11-18T23_16_30Z,,,,2015-07-16T17_06_40Z,,,,,,2015-05-11T22_09_53Z,,,,,,,,,,,,2014-06-19T21_11_37Z,,
http://www.databreaches.net/au-email-fail-at-do-not-call-register-thousands-of-contacts-exposed/,data/2016-06-01T20:40:10Z,Breach:Error:,Spitler,2016-06-01T20_40_10Z,,,,2014-11-18T19_06_16Z,,,,2015-07-14T23_19_13Z,,,,,,2015-05-11T16_32_30Z,,,,,,,,,,,,2014-06-19T21_11_36Z,,
https://translate.google.com/translate?sl=auto&tl=en&js=y&prev=_t&hl=en&ie=UTF-8&u=http%3A%2F%2Fbrf.be%2Finternational%2F127130%2F&edit-text=,data/2016-05-31T16:54:49Z,Breach:Error:,dhylender,2016-05-31T16_54_49Z,,,,2014-11-18T19_01_01Z,,,,2015-07-10T15_38_41Z,,,,,,2015-05-11T16_18_38Z,,,,,,,,,,,,2014-06-19T21_11_35Z,,
http://www.databreaches.net/za-mtn-exposing-subscribers-personal-details-online/,data/2016-05-31T04:05:21Z,Breach:Error:,swidup,2016-05-31T04_05_21Z,,,,2014-11-16T07_11_03Z,,,,2015-07-07T18_16_39Z,,,,,,2015-05-08T16_20_57Z,,,,,,,,,,,,2014-06-19T21_11_35Z,,
http://www.databreaches.net/pacific-gas-and-electric-database-exposed-company-claims-data-fake/,data/2016-05-31T04:03:51Z,Breach:Error:,ama0990,2016-05-31T04_03_51Z,,,,2014-11-15T05_27_45Z,,,,2015-07-07T15_44_23Z,,,,,,2015-05-05T02_52_41Z,,,,,,,,,,,,2014-06-19T21_11_35Z,,
http://www.smh.com.au/business/consumer-affairs/menulog-customers-access-other-peoples-private-details-and-orders-20160518-goxq63.html,data/2016-05-19T19:50:15Z,Breach:Error:,ama0990,2016-05-19T19_50_15Z,,,,2014-11-15T05_17_24Z,,,,2015-07-02T17_09_40Z,,,,,,2015-05-04T21_24_11Z,,,,,,,,,,,,2014-06-19T21_11_34Z,,
http://oag.ca.gov/ecrime/databreach/reports/sb24-61852,data/2016-05-19T19:05:27Z,Breach:Error:,Spitler,2016-05-19T19_05_27Z,,,,2014-11-14T15_37_03Z,,,,2015-07-02T15_35_06Z,,,,,,2015-04-25T00_39_47Z,,,,,,,,,,,,2014-06-19T21_11_34Z,,
http://www.smh.com.au/business/banking-and-finance/cabcharges-database-exposes-customers-to-privacy-breach-risk-20160517-goxgz5.html,data/2016-05-17T22:08:29Z,Breach:Error:,swidup,2016-05-17T22_08_29Z,,,,2014-11-11T20_27_33Z,,,,2015-07-01T15_41_00Z,,,,,,2015-03-17T22_33_52Z,,,,,,,,,,,,2014-06-19T21_11_34Z,,
http://www.databreaches.net/open-records-request-goof-exposes-personal-info-of-36000-poway-usd-students-and-their-parents/,data/2016-05-17T21:59:44Z,Breach:Error:,roniangel,2016-05-17T21_59_44Z,,,,2014-11-11T18_15_59Z,,,,2015-06-29T16_19_22Z,,,,,,2015-03-05T22_03_33Z,,,,,,,,,,,,2014-06-19T21_11_33Z,,
https://oag.ca.gov/system/files/CSU_Adult_Notice_0.PDF,data/2016-05-15T21:50:34Z,Breach:Error:,swidup,2016-05-15T21_50_34Z,,,,2014-11-10T19_35_17Z,,,,2015-06-29T15_51_00Z,,,,,,2015-03-03T21_10_16Z,,,,,,,,,,,,2014-06-19T21_11_33Z,,
https://www.meritalk.com/articles/ig-uncovers-data-breach-at-18f/,data/2016-05-14T07:15:26Z,Breach:Error:,ama0990,2016-05-14T07_15_26Z,,,,2014-11-10T19_30_33Z,,,,2015-06-28T04_51_34Z,,,,,,2015-02-28T07_15_14Z,,,,,,,,,,,,2014-06-19T21_11_32Z,,
https://au.news.yahoo.com/a/31575582/invasion-of-privacy-household-credit-ratings-made-public-online/,data/2016-05-12T04:46:56Z,Breach:Error:,dhylender,2016-05-12T04_46_56Z,,,,2014-11-10T19_29_03Z,,,,2015-06-28T04_16_04Z,,,,,,2015-02-28T06_17_39Z,,,,,,,,,,,,2014-06-19T21_11_31Z,,
http://motherboard.vice.com/read/teen-dating-site-ourteennetwork-left-underage-users-private-messages-exposed-to-anyone,data/2016-05-12T00:36:20Z,Breach:Error:,dhylender,2016-05-12T00_36_20Z,,,,2014-11-10T17_42_02Z,,,,2015-06-26T17_51_40Z,,,,,,2015-02-20T01_24_58Z,,,,,,,,,,,,2014-06-19T21_11_30Z,,
http://www.databreaches.net/personal-information-of-hundreds-of-city-of-houston-employees-exposed/,data/2016-05-10T19:39:51Z,Breach:Error:,JakeSettle,2016-05-10T19_39_51Z,,,,2014-11-06T00_46_31Z,,,,2015-06-24T22_09_09Z,,,,,,2015-02-20T01_23_09Z,,,,,,,,,,,,2014-06-19T21_11_30Z,,
http://www.databreaches.net/google-notifies-employees-of-breach-by-vendor/,data/2016-05-07T04:33:05Z,Breach:Error:,dhylender,2016-05-07T04_33_05Z,,,,2014-11-05T01_12_34Z,,,,2015-06-24T20_04_20Z,,,,,,2015-02-20T01_01_26Z,,,,,,,,,,,,2014-06-19T21_11_29Z,,
http://www.databreaches.net/ca-privacy-breach-gave-norfolk-county-employees-access-to-colleagues-banking-info-sin-numbers/,data/2016-05-06T17:23:52Z,Breach:Error:,ama0990,2016-05-06T17_23_52Z,,,,2014-11-05T00_14_46Z,,,,2015-06-24T20_01_46Z,,,,,,2015-02-20T00_10_58Z,,,,,,,,,,,,2014-06-19T21_11_29Z,,
http://www.databreaches.net/ca-humboldt-county-notice-of-data-breach/,data/2016-05-04T23:24:16Z,Breach:Error:,gdbassett,2016-05-04T23_24_16Z,,,,2014-11-04T18_44_07Z,,,,2015-06-24T19_56_43Z,,,,,,2015-02-20T00_09_48Z,,,,,,,,,,,,2014-06-19T21_11_28Z,,
http://krebsonsecurity.com/2016/05/fraudsters-steal-tax-salary-data-from-adp/,data/2016-05-04T23:21:26Z,Breach:Error:,gdbassett,2016-05-04T23_21_26Z,,,,2014-11-04T00_35_15Z,,,,2015-06-23T02_15_36Z,,,,,,2015-02-20T00_07_52Z,,,,,,,,,,,,2014-06-19T21_11_28Z,,
http://www.databreaches.net/uk-mod-accidentally-releases-secret-nato-military-manual/,data/2016-04-25T05:29:18Z,Breach:Error:,Robert-Topper,2016-04-25T05_29_18Z,,,,2014-11-03T19_20_14Z,,,,2015-06-23T02_11_16Z,,,,,,2015-02-20T00_06_49Z,,,,,,,,,,,,2014-06-19T21_11_27Z,,
http://billingsgazette.com/news/state-and-regional/montana/treasurer-says-county-taxpayers-not-at-risk-of-data-breach/article_89ea64fd-21e0-5e76-9ad5-50dcbc96905b.html,data/2016-04-24T06:18:02Z,Breach:Error:,ama0990,2016-04-24T06_18_02Z,,,,2014-11-03T17_06_00Z,,,,2015-06-19T22_59_09Z,,,,,,2015-02-20T00_05_32Z,,,,,,,,,,,,2014-06-19T21_11_27Z,,
http://www.thewesternstar.com/News/Local/2016-04-21/article-4505011/Impact-of-online-breach-minimal%3A%E2%80%88mayor/1,data/2016-04-23T06:02:56Z,Breach:Error:,ama0990,2016-04-23T06_02_56Z,,,,2014-10-31T22_52_25Z,,,,2015-06-19T16_55_48Z,,,,,,2015-02-20T00_04_13Z,,,,,,,,,,,,2014-06-19T21_11_27Z,,
"http://www.crn.com.au/News/418518,comptia-apologises-after-email-privacy-blunder.aspx",data/2016-04-23T05:58:27Z,Breach:Error:,Spitler,2016-04-23T05_58_27Z,,,,2014-10-31T21_36_56Z,,,,2015-06-19T16_46_52Z,,,,,,2015-02-20T00_03_32Z,,,,,,,,,,,,2014-06-19T21_11_25Z,,
http://www.nydailynews.com/new-york/n-y-hospital-pay-health-data-breach-article-1.2610720,data/2016-04-23T05:05:55Z,Breach:Error:,swidup,2016-04-23T05_05_55Z,,,,2014-10-31T21_30_05Z,,,,2015-06-15T18_57_42Z,,,,,,2015-02-19T05_26_54Z,,,,,,,,,,,,2014-06-19T21_11_24Z,,
http://www.databreaches.net/il-evanston-provides-a-year-of-free-protection-services-monitoring-to-employees-after-mishandling-tax-information/,data/2016-04-14T17:30:49Z,Breach:Error:,ama0990,2016-04-14T17_30_49Z,,,,2014-10-31T19_05_43Z,,,,2015-06-13T03_05_43Z,,,,,,2015-02-19T05_21_58Z,,,,,,,,,,,,2014-06-19T21_11_23Z,,
http://www.databreaches.net/documents-containing-personal-information-found-in-lot/,data/2016-04-14T17:29:58Z,Breach:Error:,Robert-Topper,2016-04-14T17_29_58Z,,,,2014-10-31T16_28_06Z,,,,2015-06-10T22_38_29Z,,,,,,2015-02-19T05_20_09Z,,,,,,,,,,,,2014-06-19T21_11_23Z,,
http://www.databreaches.net/ky-documents-containing-personal-info-found-outside-payday-loan-business/,data/2016-04-14T17:29:26Z,Breach:Error:,Robert-Topper,2016-04-14T17_29_26Z,,,,2014-10-31T15_07_25Z,,,,2015-06-10T18_45_24Z,,,,,,2015-02-19T05_19_23Z,,,,,,,,,,,,2014-06-19T21_11_21Z,,
http://www.databreaches.net/some-coinroll-users-report-balances-stolen/,data/2016-04-14T03:05:39Z,Breach:Error:,dhylender,2016-04-14T03_05_39Z,,,,2014-10-29T04_40_19Z,,,,2015-06-08T18_15_47Z,,,,,,2015-02-19T05_16_22Z,,,,,,,,,,,,2014-06-19T21_11_21Z,,
http://www.databreaches.net/cbs-had-data-leak-during-march-madness-security-firm/,data/2016-04-14T03:03:54Z,Breach:Error:,swidup,2016-04-14T03_03_54Z,,,,2014-10-29T00_18_21Z,,,,2015-06-08T17_59_08Z,,,,,,2015-02-19T05_15_21Z,,,,,,,,,,,,2014-06-19T21_11_20Z,,
http://www.databreaches.net/american-fidelity-notifies-customers-of-possible-data-disclosure/,data/2016-04-14T03:02:43Z,Breach:Error:,ama0990,2016-04-14T03_02_43Z,,,,2014-10-28T17_29_02Z,,,,2015-06-08T17_58_36Z,,,,,,2015-02-19T05_12_26Z,,,,,,,,,,,,2014-06-19T21_11_18Z,,
http://www.databreaches.net/ie-iaa-apologizes-for-data-breach/,data/2016-04-07T04:24:52Z,Breach:Error:,Robert-Topper,2016-04-07T04_24_52Z,,,,2014-10-28T03_41_37Z,,,,2015-06-06T21_12_37Z,,,,,,2015-02-19T05_08_55Z,,,,,,,,,,,,2014-06-19T21_11_17Z,,
http://www.databreaches.net/oh-private-data-accidentally-exposed-by-amherst-police-personnel/,data/2016-04-01T16:07:11Z,Breach:Error:,swidup,2016-04-01T16_07_11Z,,,,2014-10-27T21_28_12Z,,,,2015-06-05T23_42_50Z,,,,,,2015-02-19T05_08_05Z,,,,,,,,,,,,2014-06-19T21_11_17Z,,
https://mackeeper.com/blog/post/204-verizon-double-take,data/2016-03-31T21:33:03Z,Breach:Error:,swidup,2016-03-31T21_33_03Z,,,,2014-10-27T21_25_33Z,,,,2015-06-05T22_24_16Z,,,,,,2015-02-19T05_07_21Z,,,,,,,,,,,,2014-06-19T21_11_17Z,,
http://www.camdennewjournal.com/tfl-leak,data/2016-03-31T21:18:52Z,Breach:Error:,Robert-Topper,2016-03-31T21_18_52Z,,,,2014-10-27T17_32_39Z,,,,2015-05-29T17_41_31Z,,,,,,2015-02-19T05_06_38Z,,,,,,,,,,,,2014-06-19T21_11_17Z,,
http://www.fsunews.com/story/news/2016/03/16/fsu-accidentally-sends-confidential-complaints-students/81885048/,data/2016-03-18T20:38:55Z,Breach:Error:,ama0990,2016-03-18T20_38_55Z,,,,2014-10-27T16_33_48Z,,,,2015-05-29T17_39_16Z,,,,,,2015-02-19T05_05_41Z,,,,,,,,,,,,2014-06-19T21_11_16Z,,
http://www.mlive.com/news/detroit/index.ssf/2016/03/records_from_juvenile_program.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+detroit-news+%28Detroit+News+-+MLive.com%29,data/2016-03-17T16:34:34Z,Breach:Error:,dhylender,2016-03-17T16_34_34Z,,,,2014-10-26T07_01_40Z,,,,2015-05-29T17_31_35Z,,,,,,2015-02-19T05_04_42Z,,,,,,,,,,,,2014-06-19T21_11_16Z,,
http://www.databreaches.net/non-profit-code-org-notifies-volunteers-whose-email-addresses-were-exposed/,data/2016-03-14T16:52:06Z,Breach:Error:,ama0990,2016-03-14T16_52_06Z,,,,2014-10-19T22_40_53Z,,,,2015-05-28T18_03_47Z,,,,,,2015-02-19T05_03_58Z,,,,,,,,,,,,2014-06-19T21_11_15Z,,
http://www.databreaches.net/so-you-found-some-records-in-the-street-now-what-do-you-do/,data/2016-03-14T16:49:02Z,Breach:Error:,dhylender,2016-03-14T16_49_02Z,,,,2014-10-19T21_59_41Z,,,,2015-05-26T23_57_28Z,,,,,,2015-02-19T05_03_32Z,,,,,,,,,,,,2014-06-19T21_11_15Z,,
http://www.databreaches.net/ie-mobile-phone-company-three-suffers-data-protection-breach/,data/2016-03-07T18:07:25Z,Breach:Error:,Robert-Topper,2016-03-07T18_07_25Z,,,,2014-10-18T13_11_50Z,,,,2015-05-26T19_16_31Z,,,,,,2015-02-19T05_02_59Z,,,,,,,,,,,,2014-06-19T21_11_14Z,,
http://www.databreaches.net/sensitive-details-of-police-operations-posted-on-city-of-west-palm-beachs-site-in-redaction-fail/,data/2016-03-07T18:03:13Z,Breach:Error:,Robert-Topper,2016-03-07T18_03_13Z,,,,2014-10-18T12_59_25Z,,,,2015-05-26T19_15_58Z,,,,,,2015-02-19T05_02_09Z,,,,,,,,,,,,2014-06-19T21_11_14Z,,
http://www.databreaches.net/au-sydney-university-lost-computer-containing-sensitive-student-information/,data/2016-03-07T18:01:39Z,Breach:Error:,Spitler,2016-03-07T18_01_39Z,,,,2014-10-18T12_58_49Z,,,,2015-05-26T05_02_37Z,,,,,,2015-02-19T04_49_39Z,,,,,,,,,,,,2014-06-19T21_11_13Z,,
http://www.databreaches.net/sg-no-other-user-data-compromised-after-app-glitch-singtel-clarifies/,data/2016-03-01T20:29:51Z,Breach:Error:,Robert-Topper,2016-03-01T20_29_51Z,,,,2014-10-17T14_27_30Z,,,,2015-05-25T07_08_28Z,,,,,,2015-02-19T04_49_10Z,,,,,,,,,,,,2014-06-19T21_11_13Z,,
http://www.autoremarketing.com/arcanada/class-action-launched-against-auto-lender-data-breach,data/2016-02-23T00:35:29Z,Breach:Error:,swidup,2016-02-23T00_35_29Z,,,,2014-10-15T04_35_35Z,,,,2015-05-25T05_59_03Z,,,,,,2015-02-19T04_42_13Z,,,,,,,,,,,,2014-06-19T21_11_12Z,,
http://www.databreaches.net/uknowkids-database-exposed-personal-and-location-info-of-1740-kids/,data/2016-02-22T20:36:19Z,Breach:Error:,Robert-Topper,2016-02-22T20_36_19Z,,,,2014-09-25T15_29_02Z,,,,2015-05-15T19_45_46Z,,,,,,2015-02-19T04_39_15Z,,,,,,,,,,,,2014-06-19T21_11_12Z,,
http://www.zdnet.com/article/twitter-password-recovery-bug-exposes-data-of-10000-users/,data/2016-02-20T07:28:24Z,Breach:Error:,dhylender,2016-02-20T07_28_24Z,,,,2014-09-22T19_02_01Z,,,,2015-05-14T23_07_03Z,,,,,,2015-02-19T04_38_23Z,,,,,,,,,,,,2014-06-19T21_11_11Z,,
http://www.databreaches.net/blogger-exposes-personal-data-protection-flaw-on-macedonias-election-commission-website/,data/2016-02-19T21:34:52Z,Breach:Error:,Robert-Topper,2016-02-19T21_34_52Z,,,,2014-09-22T17_26_43Z,,,,2015-05-07T16_16_42Z,,,,,,2015-01-21T18_36_19Z,,,,,,,,,,,,2014-06-19T21_11_10Z,,
http://www.databreaches.net/in-40-people-notified-after-tax-documents-found-in-dumpster/,data/2016-02-19T21:33:58Z,Breach:Error:,swidup,2016-02-19T21_33_58Z,,,,2014-09-17T22_58_28Z,,,,2015-05-05T15_08_28Z,,,,,,2015-01-21T17_11_53Z,,,,,,,,,,,,2014-06-19T21_11_10Z,,
http://oshawaexpress.ca/fraction-of-those-affected-by-breach-identified/,data/2016-02-18T18:42:15Z,Breach:Error:,ama0990,2016-02-18T18_42_15Z,,,,2014-09-12T15_46_18Z,,,,2015-05-04T17_28_10Z,,,,,,2015-01-09T17_49_55Z,,,,,,,,,,,,2014-06-19T21_11_09Z,,
http://dfw.cbslocal.com/2016/02/15/i-team-investigation-reveals-massive-security-breach-in-dallas-county/,data/2016-02-16T23:28:31Z,Breach:Error:,roniangel,2016-02-16T23_28_31Z,,,,2014-09-11T17_03_28Z,,,,2015-05-04T16_26_54Z,,,,,,2015-01-06T23_17_48Z,,,,,,,,,,,,2014-06-19T21_11_09Z,,
http://www.databreaches.net/ky-retired-firemen-address-board-after-newsletter-containing-sensitive-information-circulates/,data/2016-02-14T09:36:12Z,Breach:Error:,dhylender,2016-02-14T09_36_12Z,,,,2014-09-11T16_52_50Z,,,,2015-05-04T15_39_59Z,,,,,,2014-12-30T21_52_28Z,,,,,,,,,,,,2014-06-19T21_11_08Z,,
http://www.matthewaid.com/post/138601848766/nuke-secrets-dumped-in-trash-bin-for-20-years-at,data/2016-02-06T00:49:40Z,Breach:Error:,Robert-Topper,2016-02-06T00_49_40Z,,,,2014-09-10T22_30_21Z,,,,2015-05-04T15_39_03Z,,,,,,2014-12-25T09_25_48Z,,,,,,,,,,,,2014-06-19T21_11_08Z,,
